x,y,z,t
7.7228,30.0000,16.2871,27.8040
7.4257,30.0000,16.2376,27.9044
7.1287,30.0000,16.1881,28.0048
6.8317,30.0000,16.1386,28.1052
6.5347,30.0000,16.0891,28.2055
6.2376,30.0000,16.0396,28.3059
5.9406,30.0000,15.9901,28.4063
5.6436,30.0000,15.9406,28.5067
5.3465,30.0000,15.8911,28.6071
5.0495,30.0000,15.8416,28.7074
4.7525,30.0000,15.7921,28.8078
4.4554,30.0000,15.7426,28.9082
4.1584,30.0000,15.6931,29.0086
3.8614,30.0000,15.6436,29.1089
3.5644,30.0000,15.5941,29.2093
3.2673,30.0000,15.5446,29.3097
2.9703,30.0000,15.4950,29.4101
2.6733,30.0000,15.4455,29.5104
2.3762,30.0000,15.3960,29.6108
2.0792,30.0000,15.3465,29.7112
1.7822,30.0000,15.2970,29.8116
1.4851,30.0000,15.2475,29.9119
1.1881,30.0000,15.1980,30.0123
0.8911,30.0000,15.1485,30.1127
0.5941,30.0000,15.0990,30.2131
0.2970,30.0000,15.0495,30.3134
0.0000,30.0000,15.0000,30.4138
0.0000,29.7030,14.9505,30.5142
0.0000,29.4059,14.9010,30.6146
0.0000,29.1089,14.8515,30.7149
0.0000,28.8119,14.8020,30.8153
0.0000,28.5149,14.7525,30.9157
0.0000,28.2178,14.7030,31.0161
0.0000,27.9208,14.6535,31.1164
0.0000,27.6238,14.6040,31.2168
0.0000,27.3267,14.5545,31.3172
0.0000,27.0297,14.5050,31.4176
0.0000,26.7327,14.4554,31.5179
0.0000,26.4356,14.4059,31.6183
0.0000,26.1386,14.3564,31.7187
0.0000,25.8416,14.3069,31.8191
0.0000,25.5446,14.2574,31.9194
0.0000,25.2475,14.2079,32.0198
0.0000,24.9505,14.1584,32.1202
0.0000,24.6535,14.1089,32.2206
0.0000,24.3564,14.0594,32.3209
0.0000,24.0594,14.0099,32.4213
0.0000,23.7624,13.9604,32.5217
0.0000,23.4653,13.9109,32.6221
0.0000,23.1683,13.8614,32.7225
0.0000,22.8713,13.8119,32.8228
0.0000,22.5743,13.7624,32.9232
0.0000,22.2772,13.7129,33.0236
0.0000,21.9802,13.6634,33.1240
0.0000,21.6832,13.6139,33.2243
0.0000,21.3861,13.5644,33.3247
0.0000,21.0891,13.5149,33.4251
0.0000,20.7921,13.4653,33.5255
0.0000,20.4950,13.4158,33.6258
0.0000,20.1980,13.3663,33.7262
0.0000,19.9010,13.3168,33.8266
0.0000,19.6040,13.2673,33.9270
0.0000,19.3069,13.2178,34.0273
0.0000,19.0099,13.1683,34.1277
